TIPO DE ELECCIÓN,ÁMBITO,REGIÓN / CONTINENTE,PROVINCIA / PAÍS,DISTRITO / CIUDAD,CENTRO POBLADO,LOCAL DE VOTACIÓN,NÚMERO DE MESA,ESTADO DEL ACTA,TIPO DE OBSERVACIÓN,ELECTORES HÁBILES,FUERZA POPULAR,JUNTOS POR EL PERÚ,VOTOS EN BLANCO,VOTOS NULOS,VOTOS IMPUGNADOS
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE JUAN JIMENEZ PIMENTEL,078514,Contabilizada,,297,123,76,1,20,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE JUAN JIMENEZ PIMENTEL,078515,Contabilizada,,297,139,77,1,24,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE JUAN JIMENEZ PIMENTEL,078519,Contabilizada,,297,124,102,5,20,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE JUAN JIMENEZ PIMENTEL,078522,Contabilizada,,297,140,103,0,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE JUAN JIMENEZ PIMENTEL,078526,Contabilizada,,297,126,89,1,15,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE JUAN JIMENEZ PIMENTEL,078527,Contabilizada,,296,120,106,2,19,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE JUAN JIMENEZ PIMENTEL,078528,Contabilizada,,296,137,88,1,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE MIGUEL CHUQUISENGO RAMIREZ,078529,Contabilizada,,230,102,71,0,15,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE MIGUEL CHUQUISENGO RAMIREZ,078530,Contabilizada,,300,153,84,0,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE MIGUEL CHUQUISENGO RAMIREZ,078531,Contabilizada,,300,133,93,1,12,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE MIGUEL CHUQUISENGO RAMIREZ,078532,Contabilizada,,300,144,88,0,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE MIGUEL CHUQUISENGO RAMIREZ,078533,Contabilizada,,300,143,85,4,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IEP ADVENTISTA SAN MATEO,078534,Contabilizada,,230,89,68,0,12,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IEP ADVENTISTA SAN MATEO,078535,Contabilizada,,300,129,80,1,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IEP ADVENTISTA SAN MATEO,078536,Contabilizada,,300,130,88,2,21,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IEP ADVENTISTA SAN MATEO,078537,Contabilizada,,300,144,66,2,23,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IEP ADVENTISTA SAN MATEO,078538,Contabilizada,,300,141,74,0,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0750 ELSA PEREA FLORES,078539,Contabilizada,,287,106,81,5,33,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0750 ELSA PEREA FLORES,078540,Contabilizada,,300,130,101,1,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0750 ELSA PEREA FLORES,078541,Para envío al JEE,Acta con error aritmético,300,131,95,58,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0750 ELSA PEREA FLORES,078542,Contabilizada,,300,136,87,5,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0750 ELSA PEREA FLORES,078543,Contabilizada,,300,135,114,0,15,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0750 ELSA PEREA FLORES,078544,Contabilizada,,300,126,101,2,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0750 ELSA PEREA FLORES,078545,Contabilizada,,300,129,100,2,13,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0750 ELSA PEREA FLORES,078546,Contabilizada,,300,140,88,0,15,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0750 ELSA PEREA FLORES,078547,Contabilizada,,300,137,91,2,18,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0750 ELSA PEREA FLORES,078548,Contabilizada,,300,129,94,2,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0750 ELSA PEREA FLORES,078549,Contabilizada,,300,136,90,3,20,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0750 ELSA PEREA FLORES,078550,Contabilizada,,300,145,86,0,8,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 326 MI DIVINO NIÑO JESUS,078551,Contabilizada,,230,94,48,0,8,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 326 MI DIVINO NIÑO JESUS,078552,Contabilizada,,300,145,70,0,15,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 326 MI DIVINO NIÑO JESUS,078553,Contabilizada,,300,145,62,4,18,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE TARAPOTO,078559,Contabilizada,,300,142,72,1,18,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE TARAPOTO,078563,Contabilizada,,300,134,83,1,9,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE TARAPOTO,078564,Contabilizada,,300,127,92,2,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE TARAPOTO,078566,Contabilizada,,300,115,90,0,21,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0001 CENTRO DE EDUCACIÓN BÁSICA ESPECIAL,078567,Contabilizada,,289,123,77,0,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0001 CENTRO DE EDUCACIÓN BÁSICA ESPECIAL,078568,Contabilizada,,300,130,97,1,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0001 CENTRO DE EDUCACIÓN BÁSICA ESPECIAL,078569,Contabilizada,,300,147,82,0,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IE 0001 CENTRO DE EDUCACIÓN BÁSICA ESPECIAL,078570,Contabilizada,,300,140,100,1,15,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IESTP HIPOLITO UNANUE,078574,Contabilizada,,247,108,59,1,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IESTP HIPOLITO UNANUE,078575,Contabilizada,,300,138,91,0,8,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IESTP HIPOLITO UNANUE,078576,Contabilizada,,300,123,85,1,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IESTP HIPOLITO UNANUE,078577,Contabilizada,,300,130,96,1,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IESTP HIPOLITO UNANUE,078578,Contabilizada,,300,138,88,0,22,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IESTP HIPOLITO UNANUE,078579,Contabilizada,,300,130,90,3,21,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IEP SAN LUCAS,078580,Contabilizada,,283,101,84,4,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IEP SAN LUCAS,078582,Contabilizada,,300,132,84,1,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IEP SAN LUCAS,078584,Contabilizada,,300,122,82,2,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IEP SAN LUCAS,078587,Contabilizada,,300,109,82,2,19,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,TARAPOTO,,IEP SAN LUCAS,078588,Contabilizada,,300,124,77,1,20,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,CACATACHI,,IE JOSE MARIA ARGUEDAS,078601,Contabilizada,,224,89,70,5,21,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,CACATACHI,,IE JOSE MARIA ARGUEDAS,078604,Contabilizada,,267,88,116,2,12,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,JUAN GUERRA,,IE 0657,078664,Contabilizada,,281,118,99,3,13,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,JUAN GUERRA,,IE 0657,078665,Contabilizada,,281,116,97,0,20,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,UNIVERSIDAD NACIONAL DE SAN MARTIN - CIUDAD UNIVERSITARIA CARLOS VIDAURRE GARCIA,078668,Contabilizada,,233,90,63,2,6,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,UNIVERSIDAD NACIONAL DE SAN MARTIN - CIUDAD UNIVERSITARIA CARLOS VIDAURRE GARCIA,078673,Contabilizada,,297,104,105,1,18,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,UNIVERSIDAD NACIONAL DE SAN MARTIN - CIUDAD UNIVERSITARIA CARLOS VIDAURRE GARCIA,078674,Contabilizada,,297,106,99,0,17,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,UNIVERSIDAD NACIONAL DE SAN MARTIN - CIUDAD UNIVERSITARIA CARLOS VIDAURRE GARCIA,078681,Contabilizada,,297,121,111,3,9,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,UNIVERSIDAD NACIONAL DE SAN MARTIN - CIUDAD UNIVERSITARIA CARLOS VIDAURRE GARCIA,078703,Contabilizada,,296,118,121,1,10,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,UNIVERSIDAD NACIONAL DE SAN MARTIN - CIUDAD UNIVERSITARIA CARLOS VIDAURRE GARCIA,078705,Contabilizada,,296,132,95,1,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE FRANCISCO IZQUIERDO RIOS,078710,Contabilizada,,300,110,114,1,6,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE FRANCISCO IZQUIERDO RIOS,078711,Contabilizada,,300,123,92,1,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE FRANCISCO IZQUIERDO RIOS,078712,Contabilizada,,300,125,96,2,13,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE FRANCISCO IZQUIERDO RIOS,078713,Contabilizada,,300,123,100,0,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE FRANCISCO IZQUIERDO RIOS,078714,Contabilizada,,300,143,80,3,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE FRANCISCO IZQUIERDO RIOS,078720,Contabilizada,,300,116,104,0,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE FRANCISCO IZQUIERDO RIOS,078721,Contabilizada,,300,120,98,1,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE FRANCISCO IZQUIERDO RIOS,078729,Contabilizada,,300,122,99,0,7,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE FRANCISCO IZQUIERDO RIOS,078730,Contabilizada,,300,124,90,1,12,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE 0031 MARIA ULISES DAVILA PINEDO,078737,Contabilizada,,300,128,91,0,20,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE 0031 MARIA ULISES DAVILA PINEDO,078738,Contabilizada,,300,123,84,4,15,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE 0031 MARIA ULISES DAVILA PINEDO,078739,Contabilizada,,300,125,89,0,17,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE 0031 MARIA ULISES DAVILA PINEDO,078740,Contabilizada,,300,106,113,2,12,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE 0031 MARIA ULISES DAVILA PINEDO,078741,Contabilizada,,300,133,85,0,12,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,MORALES,,IE 0031 MARIA ULISES DAVILA PINEDO,078742,Contabilizada,,300,113,96,4,29,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,SAN ANTONIO,,IE 0081 JULIO GARCIA VEGA,078765,Contabilizada,,222,104,66,1,5,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,SAN ANTONIO,,IE 0081 JULIO GARCIA VEGA,078766,Contabilizada,,272,112,95,4,18,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,SAN ANTONIO,,IE 0081 JULIO GARCIA VEGA,078767,Contabilizada,,272,127,90,1,12,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,SAN ANTONIO,,IE 0081 JULIO GARCIA VEGA,078769,Contabilizada,,272,113,101,2,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,SAN ANTONIO,,IE 0081 JULIO GARCIA VEGA,078770,Contabilizada,,271,119,79,3,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078801,Contabilizada,,222,76,57,0,15,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078802,Contabilizada,,293,126,102,4,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078803,Contabilizada,,293,111,93,0,21,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078804,Contabilizada,,293,107,108,3,13,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078806,Contabilizada,,293,99,100,2,18,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078807,Contabilizada,,293,131,86,0,13,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078808,Contabilizada,,293,80,68,3,67,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078809,Contabilizada,,293,103,107,1,15,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078810,Contabilizada,,293,133,80,1,21,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078817,Contabilizada,,293,134,89,2,13,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078818,Contabilizada,,293,122,96,2,9,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE CLEOFE AREVALO DEL AGUILA,078838,Contabilizada,,300,119,108,0,13,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE CLEOFE AREVALO DEL AGUILA,078841,Contabilizada,,300,107,99,0,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE CLEOFE AREVALO DEL AGUILA,078842,Contabilizada,,300,133,75,1,18,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE CLEOFE AREVALO DEL AGUILA,078844,Contabilizada,,300,129,95,4,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE CLEOFE AREVALO DEL AGUILA,078845,Contabilizada,,300,122,108,0,8,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE CLEOFE AREVALO DEL AGUILA,078854,Contabilizada,,300,115,113,3,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE CLEOFE AREVALO DEL AGUILA,078855,Contabilizada,,300,112,103,1,10,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078857,Contabilizada,,230,74,75,1,19,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078858,Contabilizada,,300,114,99,1,15,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078859,Contabilizada,,300,110,100,0,15,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0094 SHILCAYO,078862,Contabilizada,,300,91,91,0,24,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE CLEOFE AREVALO DEL AGUILA,078863,Contabilizada,,300,131,75,3,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE CLEOFE AREVALO DEL AGUILA,078865,Contabilizada,,300,101,108,1,22,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE CLEOFE AREVALO DEL AGUILA,078866,Contabilizada,,300,135,93,2,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0523 LUISA DEL CARMEN DEL AGUILA SANCHEZ,078870,Contabilizada,,292,85,109,0,40,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0523 LUISA DEL CARMEN DEL AGUILA SANCHEZ,078871,Contabilizada,,300,117,104,3,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0523 LUISA DEL CARMEN DEL AGUILA SANCHEZ,078872,Contabilizada,,300,106,107,0,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0523 LUISA DEL CARMEN DEL AGUILA SANCHEZ,078875,Para envío al JEE,Acta con error aritmético,300,129,82,0,19,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0523 LUISA DEL CARMEN DEL AGUILA SANCHEZ,078878,Contabilizada,,300,114,89,2,21,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0523 LUISA DEL CARMEN DEL AGUILA SANCHEZ,078879,Contabilizada,,300,122,100,2,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 0523 LUISA DEL CARMEN DEL AGUILA SANCHEZ,078880,Contabilizada,,300,120,92,1,28,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 292,078881,Contabilizada,,297,121,84,2,18,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 292,078882,Contabilizada,,300,137,66,1,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 304,078883,Contabilizada,,230,87,62,0,4,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 304,078884,Contabilizada,,300,136,76,1,15,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 304,078885,Contabilizada,,300,124,73,1,29,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 1156,078886,Contabilizada,,285,115,75,3,17,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 1159,078887,Contabilizada,,230,83,59,0,10,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 1159,078888,Contabilizada,,300,130,94,2,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 1159,078889,Contabilizada,,300,130,72,2,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 1159,078890,Contabilizada,,300,130,88,1,13,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 1159,078891,Contabilizada,,300,120,88,3,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE VIRGEN DE GUADALUPE,078892,Contabilizada,,296,97,60,0,76,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE VIRGEN DE GUADALUPE,078893,Contabilizada,,300,151,86,0,13,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE VIRGEN DE GUADALUPE,078894,Contabilizada,,300,131,106,3,10,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE VIRGEN DE GUADALUPE,078895,Contabilizada,,300,136,101,2,12,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE VIRGEN DE GUADALUPE,078896,Contabilizada,,300,123,106,2,13,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE VIRGEN DE GUADALUPE,078897,Contabilizada,,300,115,105,4,11,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,CETPRO INCA ATAHUALPA,078906,Contabilizada,,230,88,60,2,13,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,CETPRO INCA ATAHUALPA,078907,Contabilizada,,300,127,91,2,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,CETPRO INCA ATAHUALPA,078908,Contabilizada,,300,129,83,1,12,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IEI 069 PROGRESO,078909,Contabilizada,,300,121,101,2,14,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 303,078910,Contabilizada,,230,80,61,1,9,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 303,078911,Contabilizada,,300,121,101,2,16,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 303,078912,Contabilizada,,300,122,111,2,10,0
PRESIDENCIAL,PERÚ,SAN MARTÍN,SAN MARTÍN,LA BANDA DE SHILCAYO,,IE 303,078914,Contabilizada,,300,127,91,0,19,0
PRESIDENCIAL,PERÚ,TACNA,TACNA,TACNA,,IE 42005 JOSE ROSA ARA,079488,Contabilizada,,300,103,132,1,18,0
PRESIDENCIAL,PERÚ,TACNA,TACNA,TACNA,,IE 42005 JOSE ROSA ARA,079492,Contabilizada,,300,91,141,1,10,0
PRESIDENCIAL,PERÚ,TACNA,TACNA,TACNA,,IE 42011 REPUBLICA ARGENTINA,079493,Contabilizada,,266,77,82,2,20,0
PRESIDENCIAL,PERÚ,TACNA,TACNA,TACNA,,IE 42011 REPUBLICA ARGENTINA,079495,Contabilizada,,300,95,109,1,17,0
PRESIDENCIAL,PERÚ,TACNA,TACNA,TACNA,,IE 42011 REPUBLICA ARGENTINA,079496,Contabilizada,,300,107,113,1,8,0
PRESIDENCIAL,PERÚ,TACNA,TACNA,TACNA,,IE 42011 REPUBLICA ARGENTINA,079497,Contabilizada,,300,117,99,1,17,0
PRESIDENCIAL,PERÚ,TACNA,TACNA,TACNA,,IE 43006 MERCEDES INDACOCHEA,079498,Contabilizada,,233,72,80,0,8,0
PRESIDENCIAL,PERÚ,TACNA,TACNA,TACNA,,IE 43006 MERCEDES INDACOCHEA,079499,Contabilizada,,300,77,113,0,19,0
PRESIDENCIAL,PERÚ,TACNA,TACNA,TACNA,,IE 43006 MERCEDES INDACOCHEA,079500,Contabilizada,,300,98,108,2,7,0
PRESIDENCIAL,PERÚ,TACNA,TACNA,TACNA,,IE 43006 MERCEDES INDACOCHEA,079501,Contabilizada,,300,90,120,1,10,0
PRESIDENCIAL,PERÚ,TACNA,TACNA,TACNA,,IE 43006 MERCEDES INDACOCHEA,079502,Contabilizada,,300,81,102,2,14,0
PRESIDENCIAL,PERÚ,TACNA,TACNA,TACNA,,IE 43006 MERCEDES INDACOCHEA,079503,Contabilizada,,300,100,106,2,18,0
PRESIDENCIAL,PERÚ,TACNA,TACNA,TACNA,,IE 43009 MARIA UGARTECHE DE MAC LEAN,079504,Contabilizada,,258,76,108,3,8,0
